-8.069796058023745999e-01,-3.427660456221679475e-01
3.157015694435107989e-01,-3.427660456221679475e-01
-2.711983149250114522e-01,-3.427660456221679475e-01
-6.372016155530912940e-02,-3.427660456221679475e-01
-5.368628423888386347e-01,-3.427660456221679475e-01
4.048506684175900983e-01,-3.427660456221679475e-01
-6.701264479366402238e-01,-3.427660456221679475e-01
8.703016022690088782e-01,-3.427660456221679475e-01
5.240413171108642132e-01,-3.427660456221679475e-01
-6.969526507611107924e-01,-3.427660456221679475e-01
1.524018537528517570e-01,-3.427660456221679475e-01
-7.031206645698773183e-01,-3.427660456221679475e-01
6.332803728370772767e-02,-3.427660456221679475e-01
-7.783641388219970647e-01,-3.427660456221679475e-01
-4.852746329686845606e-01,-3.427660456221679475e-01
-4.534596054762065620e-01,-3.427660456221679475e-01
6.610200770330747488e-01,-3.427660456221679475e-01
4.769541219587687397e-01,-3.427660456221679475e-01
-6.008021932132205922e-01,-3.427660456221679475e-01
3.259654569670664692e-01,-3.427660456221679475e-01
6.965888105785456030e-01,-3.427660456221679475e-01
9.458049473722833778e-01,-3.427660456221679475e-01
-8.715016905627708255e-01,-3.427660456221679475e-01
-6.239738282501516853e-01,-3.427660456221679475e-01
-1.527945679247422195e-01,-3.427660456221679475e-01
-2.032672111987381403e-01,-3.427660456221679475e-01
9.727733628039347824e-01,-3.427660456221679475e-01
7.902761314468682574e-01,-3.427660456221679475e-01
-2.179159387245361845e-01,-3.427660456221679475e-01
3.938514688603249603e-01,-3.427660456221679475e-01
-7.105690534858868368e-01,-3.427660456221679475e-01
-5.777200696795148360e-02,-3.427660456221679475e-01
8.547641626409201443e-01,-3.427660456221679475e-01
-4.157710678136292692e-01,-3.427660456221679475e-01
8.066086345067604579e-01,-3.427660456221679475e-01
-7.311682971813586729e-01,-3.427660456221679475e-01
2.907094843533579720e-01,-3.427660456221679475e-01
-9.227914889019683820e-01,-3.427660456221679475e-01
-3.376076715826241692e-01,-3.427660456221679475e-01
-3.457781694589430188e-01,-3.427660456221679475e-01
-4.599430707505327565e-01,-3.427660456221679475e-01
-5.304394191597248120e-01,-3.427660456221679475e-01
-3.706872509881260491e-01,-3.427660456221679475e-01
